State,District,Block,Pincode,Total Nitrogen_x,Total Phosphorous_x,Total Potassium_x,Total pH_x
goa,north goa,satari,"403506, 403530",65.552,42.505,54.11,6.4408
goa,north goa,tiswadi,"403001, 403002, 403006, 403108, 403206, 403403",30.566,59.699,34.564,6.2857
goa,north goa,bardez,"403101, 403102, 403107, 403109, 403110, 403114, 403116, 403501, 403502, 403507, 403508, 403509, 403510, 403511, 403513, 403515, 403516, 403517, 403518, 403519, 403521, 403523, 403524, 403526",59.909,38.336,42.722,6.2997
goa,north goa,pernem,"403512, 403524, 403527",70.787,63.848,59.774,6.3782
goa,north goa,bicholim,"403504, 403505, 403529",47.183,57.44,52.397,6.169
goa,south goa,salcete,"403601, 403602, 403604, 403707, 403708, 403709, 403710, 403711, 403712, 403713, 403714, 403715, 403716, 403717, 403718, 403719, 403720, 403721, 403722, 403723, 403724, 403725, 403726, 403728, 403729, 403731",43.739,59.399,46.584,6.2078
goa,south goa,quepem,"403705, 403706",47.621,34.898,54.502,6.4632
goa,south goa,ponda,"403103, 403107, 403401, 403404, 403406",49.995,21.236,58.85,6.053
goa,south goa,dharbandora,403406,47.141,28.556,47.982,6.4823
goa,south goa,canacona,"403702, 403703, 403728",50.0,0.0,50.0,7.0
gujarat,ahmedabad,daskroi,"382210, 382213, 382225, 382230, 382330, 382405, 382425, 382426, 382427, 382430, 382435, 382445",22.124,65.397,65.016,7.2838
gujarat,ahmedabad,viramgam,"382110, 382150",20.0,80.0,79.979,7.0
gujarat,ahmedabad,detroj rampura,"382120, 382140",20.051,80.0,79.922,7.0
gujarat,ahmedabad,mandal,382130,20.0,80.0,80.0,7.0
gujarat,ahmedabad,sanand,"382110, 382170",21.488,70.724,75.845,7.0
gujarat,ahmedabad,bavla,"382220, 382230",21.392,55.427,74.831,7.0068
gujarat,ahmedabad,dhandhuka,"382250, 382460",21.488,55.982,76.313,6.9979
gujarat,ahmedabad,dholera,382455,21.695,52.769,79.214,6.9972
gujarat,ahmedabad,dholka,"382225, 382240, 382265",28.892,74.333,75.773,6.9981
gujarat,amreli,amreli,"365601, 365610, 365630",20.0,79.906,79.945,7.0389
gujarat,amreli,lathi,"365430, 365435",20.0,79.973,75.128,7.0057
gujarat,amreli,babra,365421,20.0,79.952,76.625,7.0
gujarat,amreli,lilia,365535,20.0,80.0,76.217,7.0
gujarat,amreli,jafrabad,"365540, 365545",20.0,80.0,75.713,7.117
gujarat,amreli,kunkavav -vadia,365480,27.176,62.318,44.477,7.0762
gujarat,amreli,bagasara,365440,26.309,53.573,36.665,7.0
gujarat,amreli,dhari,"365630, 365640",30.734,59.378,28.187,7.0
gujarat,amreli,rajula,"365555, 365560",20.0,80.0,79.841,7.2619
gujarat,amreli,khambha,365650,20.027,80.0,74.851,7.0357
gujarat,amreli,saverkundla,"364515, 364522",20.0,79.982,76.421,7.0132
gujarat,anand,anklav,"388510, 388520",28.223,80.0,74.0,7.1125
gujarat,anand,sojitra,387240,26.663,80.0,74.039,7.0039
gujarat,anand,anand,"388001, 388110, 388120, 388130",22.229,80.0,77.976,7.0153
gujarat,anand,borsad,"388540, 388550",21.542,80.0,74.105,7.1953
gujarat,anand,umreth,388220,22.619,80.0,72.077,7.0348
gujarat,anand,petlad,"388450, 388460",34.877,80.0,72.698,7.2802
gujarat,anand,tarapur,388180,20.021,78.02,71.387,7.1143
gujarat,anand,khambhat,"388620, 388630, 388640",20.0,80.0,73.985,7.0858
gujarat,arvalli,bayad,"383325, 383330",21.32,72.05,67.694,7.0399
gujarat,arvalli,modasa,"383315, 383320",21.572,75.785,68.358,7.0783
gujarat,arvalli,malpur,383345,20.531,76.019,67.469,7.0381
gujarat,arvalli,meghraj,383350,21.227,74.93,64.703,7.0279
gujarat,arvalli,bhiloda,"383245, 383250",20.855,67.133,56.792,7.0333
gujarat,arvalli,dhansura,383310,20.0,77.537,69.668,7.0315
gujarat,banas kantha,tharad,"385565, 385566",21.407,76.91,69.527,7.4726
gujarat,banas kantha,lakhani,385535,20.0,76.769,69.053,7.2412
gujarat,banas kantha,amirgadh,385130,20.309,77.591,49.469,7.002
gujarat,banas kantha,dhanera,385310,21.197,79.958,68.186,7.0641
gujarat,banas kantha,kankrej,"385555, 385560",20.783,79.814,74.53,7.006
gujarat,banas kantha,dantivada,385505,20.0,77.696,71.648,7.0308
gujarat,banas kantha,deesa,"385535, 385540",20.114,78.314,70.853,7.006
gujarat,banas kantha,suigam,385570,20.0,72.422,54.29,7.0021
gujarat,banas kantha,palanpur,"385001, 385010",20.0,79.895,73.767,7.0157
gujarat,banas kantha,bhabhar,385320,20.51,58.449,77.444,7.0
gujarat,banas kantha,vadgam,"385410, 385421",20.0,79.925,74.017,7.2121
gujarat,banas kantha,danta,385120,20.339,78.422,72.878,7.0006
gujarat,banas kantha,deodar,385330,20.276,54.836,62.31,6.9986
gujarat,banas kantha,vav,385575,20.087,70.229,68.777,7.0
gujarat,bharuch,tharad,,21.407,76.91,69.527,7.4726
gujarat,bharuch,lakhani,,20.0,76.769,69.053,7.2412
gujarat,bharuch,amirgadh,,20.309,77.591,49.469,7.002
gujarat,bharuch,dhanera,,21.197,79.958,68.186,7.0641
gujarat,bharuch,kankrej,,20.783,79.814,74.53,7.006
gujarat,bharuch,dantivada,,20.0,77.696,71.648,7.0308
gujarat,bharuch,deesa,,20.114,78.314,70.853,7.006
gujarat,bharuch,suigam,,20.0,72.422,54.29,7.0021
gujarat,bharuch,palanpur,,20.0,79.895,73.767,7.0157
gujarat,bharuch,bhabhar,,20.51,58.449,77.444,7.0
gujarat,bharuch,vadgam,,20.0,79.925,74.017,7.2121
gujarat,bharuch,danta,,20.339,78.422,72.878,7.0006
gujarat,bharuch,deodar,,20.276,54.836,62.31,6.9986
gujarat,bharuch,vav,,20.087,70.229,68.777,7.0
gujarat,bhavnagar,bharuch,,22.994,32.183,72.031,7.003
gujarat,bhavnagar,amod,,22.907,47.998,55.583,7.0102
gujarat,bhavnagar,anklesvar,,27.836,32.18,63.03,7.0
gujarat,bhavnagar,jambusar,,26.735,47.723,65.976,7.0282
gujarat,bhavnagar,hansot,,21.512,53.231,64.229,7.003
gujarat,bhavnagar,vagra,,24.761,37.103,52.289,7.0462
gujarat,bhavnagar,jhagadia,,22.589,32.507,36.479,7.0402
gujarat,bhavnagar,valia,,23.114,79.163,75.62,7.012
gujarat,bhavnagar,netrang,,22.445,68.342,46.319,7.0
gujarat,botad,botad,364710,26.042,50.978,78.74,7.0
gujarat,botad,gadhada,364750,22.637,47.846,79.193,7.0
gujarat,botad,barvala,364760,23.75,42.104,79.205,7.0
gujarat,botad,ranpur,382245,21.554,45.683,78.143,7.0
gujarat,chhotaudepur,naswadi,391150,35.327,29.909,64.142,7.1383
gujarat,chhotaudepur,kawant,391170,33.752,51.717,63.365,7.0183
gujarat,chhotaudepur,jetpur pavi,391160,29.297,56.813,60.377,7.003
gujarat,chhotaudepur,sankheda,391145,26.684,51.807,73.985,7.0081
gujarat,chhotaudepur,bodeli,391135,27.404,43.834,57.684,7.0027
gujarat,chhotaudepur,chhota udepur,391165,34.445,31.37,51.269,7.006
gujarat,dang,subir,394716,40.016,31.427,51.682,7.0
gujarat,dang,waghai,394730,44.288,79.985,52.013,7.0015
gujarat,dang,ahwa,394710,34.136,29.0,41.279,7.0
gujarat,devbhumi dwarka,kalyanpur,361315,46.25,80.0,67.013,7.1719
gujarat,devbhumi dwarka,khambhalia,361305,29.567,76.022,48.221,7.0732
gujarat,devbhumi dwarka,okhamandal,361335,41.114,76.016,51.257,7.0635
gujarat,devbhumi dwarka,bhanvad,360510,44.267,77.441,52.046,7.0288
gujarat,dohad,garbada,389155,21.428,76.052,53.489,6.9944
gujarat,dohad,fatepura,389172,26.117,57.398,59.41,6.998
gujarat,dohad,sanjeli,389175,22.448,75.458,61.714,7.0
gujarat,dohad,limkheda,389140,20.0,77.264,55.469,7.0039
gujarat,dohad,singvad,389146,23.795,76.9,59.561,6.9992
gujarat,dohad,dahod,389151,38.687,77.297,62.636,7.0
gujarat,dohad,jhalod,389170,28.937,78.533,60.524,7.0
gujarat,dohad,dhanpur,389382,22.061,44.234,68.738,7.0018
gujarat,dohad,devgad bariya,389380,22.967,53.573,74.921,7.0
gujarat,gandhinagar,gandhinagar,"382010, 382011, 382016, 382021",20.384,79.448,75.931,7.0315
gujarat,gandhinagar,mansa,382845,20.084,79.733,77.918,7.0183
gujarat,gandhinagar,kalol,382721,20.063,79.586,78.657,7.0633
gujarat,gandhinagar,dehgam,382305,20.933,79.496,73.571,7.0
gujarat,gir somnath,una,362560,38.447,50.87,41.483,7.1695
gujarat,gir somnath,patan veraval,"362265, 362266",44.588,51.379,45.182,7.0042
gujarat,gir somnath,girgadhda,362530,33.656,49.163,43.94,7.0057
gujarat,gir somnath,sutrapada,362275,46.324,52.503,44.132,7.0045
gujarat,gir somnath,kodinar,362720,29.267,48.641,43.172,7.0018
gujarat,gir somnath,talala,362150,26.651,47.792,46.499,7.0
gujarat,jamnagar,jamnagar,"361001, 361006",33.743,74.31,58.874,7.0666
gujarat,jamnagar,kalavad,361160,31.638,72.869,57.608,7.0119
gujarat,jamnagar,lalpur,361170,33.859,69.355,61.112,7.036
gujarat,jamnagar,dhrol,361210,38.312,72.593,57.546,7.0936
gujarat,jamnagar,jodiya,361250,34.4,72.005,60.614,7.4635
gujarat,jamnagar,jamjodhpur,360530,33.54,69.753,59.424,7.1509
gujarat,junagadh,mangrol,362225,21.008,77.761,65.613,7.0
gujarat,junagadh,mendarda,362260,20.843,70.211,78.784,7.0027
gujarat,junagadh,junagadh,"362001, 362002",25.052,75.728,70.137,7.0045
gujarat,junagadh,bhesan,362020,21.353,74.192,63.368,7.0
gujarat,junagadh,keshod,362220,20.516,74.333,63.26,6.9984
gujarat,junagadh,vanthali,362205,20.357,73.082,62.849,7.0
gujarat,junagadh,visavadar,362130,22.535,70.001,78.965,7.0
gujarat,junagadh,malia,362245,28.184,62.676,69.353,7.0
gujarat,junagadh,manavadar,362620,20.213,75.014,65.351,7.0048
gujarat,kachchh,lakhpat,370601,28.874,71.126,69.641,7.3579
gujarat,kachchh,mandvi,370465,23.909,66.586,65.21,7.068
gujarat,kachchh,rapar,370165,20.0,65.552,73.166,7.0
gujarat,kachchh,gandhidham,370201,21.428,42.68,76.787,7.0
gujarat,kachchh,anjar,370110,20.384,59.36,77.596,7.0
gujarat,kachchh,bhachau,370140,20.0,48.593,69.617,7.0
gujarat,kachchh,mundra,370421,30.437,73.29,78.71,8.1796
gujarat,kachchh,nakhatrana,370615,27.209,60.681,74.618,7.4622
gujarat,kachchh,abdasa,370655,24.308,74.432,69.371,7.6375
gujarat,kachchh,bhuj,"370001, 370020",39.166,59.005,69.445,7.0691
gujarat,kheda,kapadvanj,387620,20.753,73.907,67.757,7.0912
gujarat,kheda,mahudha,387335,20.399,73.613,66.83,7.153
gujarat,kheda,galteshwar,388235,20.183,74.858,70.172,7.0672
gujarat,kheda,nadiad,"387001, 387002",20.201,73.217,69.368,7.1314
gujarat,kheda,vaso,387380,20.312,75.752,66.791,7.0858
gujarat,kheda,matar,387530,22.889,69.752,68.969,7.0075
gujarat,kheda,mehmedabad,387130,20.027,77.678,69.623,7.033
gujarat,kheda,thasra,388250,20.15,74.693,68.819,7.2433
gujarat,kheda,kathlal,387630,20.132,76.112,65.975,7.3474
gujarat,kheda,kheda,387411,20.0,76.121,68.36,7.2661
gujarat,mahesana,jotana,384421,20.039,68.855,48.326,8.1142
gujarat,mahesana,visnagar,384315,20.279,57.846,56.627,7.1619
gujarat,mahesana,kadi,382715,20.162,52.409,58.988,7.0006
gujarat,mahesana,kheralu,384325,20.108,68.735,50.841,8.56
gujarat,mahesana,mahesana,"384001, 384002",20.174,43.371,53.208,6.995
gujarat,mahesana,satlasna,384330,20.45,55.112,36.422,7.085
gujarat,mahesana,bechraji,384210,20.036,69.989,49.535,7.2151
gujarat,mahesana,vijapur,382870,21.437,64.751,54.65,7.0008
gujarat,mahesana,vadnagar,384355,22.418,58.193,43.241,7.0424
gujarat,mahesana,unjha,384170,21.257,66.218,54.059,7.0771
gujarat,mahisagar,virpur,388260,23.654,51.785,70.136,7.0
gujarat,mahisagar,kadana,389240,20.0,72.643,75.623,7.0
gujarat,mahisagar,santrampur,389260,25.172,73.241,69.116,7.0
gujarat,mahisagar,lunawada,389230,21.356,50.719,75.215,7.0
gujarat,mahisagar,balasinor,388255,22.319,49.823,78.425,7.0
gujarat,mahisagar,khanpur,389232,22.367,50.0,77.984,6.9994
gujarat,morbi,halvad,363330,35.459,77.762,62.624,7.2112
gujarat,morbi,wankaner,363621,29.702,77.552,64.4,7.2277
gujarat,morbi,morvi,363641,38.432,78.23,64.535,7.0
gujarat,morbi,maliya,363670,37.175,79.22,63.116,7.0
gujarat,morbi,tankara,363650,38.468,77.312,63.095,7.0
gujarat,narmada,nandod,393145,35.05,62.153,64.409,7.0024
gujarat,narmada,sagbara,393050,34.349,78.278,71.363,7.0
gujarat,narmada,garudeshwar,393151,34.586,78.329,70.854,7.0078
gujarat,narmada,tilakwada,391120,33.242,72.86,69.992,7.0
gujarat,narmada,dediyapada,393040,22.949,24.323,36.947,6.9819
gujarat,navsari,vansda,396580,27.623,80.0,76.841,7.0
gujarat,navsari,jalalpore,396421,35.072,80.0,77.225,7.0
gujarat,navsari,khergam,396040,35.195,79.871,73.505,7.0
gujarat,navsari,gandevi,396360,33.191,80.0,78.5,7.0
gujarat,navsari,chikhali,396521,26.018,79.958,71.408,7.0
gujarat,navsari,navsari,396445,30.659,79.952,78.323,7.0
gujarat,panch mahals,ghoghamba,389365,32.738,48.089,45.806,7.009
gujarat,panch mahals,godhra,389001,29.306,62.312,62.295,7.0047
gujarat,panch mahals,halol,389350,32.822,66.096,61.05,7.0024
gujarat,panch mahals,jambughoda,389390,36.986,70.722,64.8,7.0
gujarat,panch mahals,morvahadaf,389115,39.065,67.962,72.749,7.0
gujarat,panch mahals,shehera,389210,34.67,58.134,57.848,7.0
gujarat,panch mahals,kalol,389330,32.195,73.52,65.321,7.0
gujarat,patan,santalpur,385350,20.0,72.112,78.272,7.0
gujarat,patan,sankheshwar,384246,20.0,71.44,77.579,7.0
gujarat,patan,saraswati,384285,20.114,73.343,72.755,7.0
gujarat,patan,chanasma,384220,20.156,64.839,76.199,7.0021
gujarat,patan,harij,384240,20.237,65.716,79.406,7.003
gujarat,patan,patan,384265,20.042,65.563,77.168,7.0021
gujarat,patan,sami,384245,20.0,58.91,78.872,7.0
gujarat,patan,radhanpur,385340,20.048,65.072,79.829,7.0
gujarat,patan,sidhpur,384151,20.024,69.017,78.491,7.0
gujarat,porbandar,ranavav,360550,33.089,76.777,80.0,7.0045
gujarat,porbandar,porbandar,360575,21.563,57.424,75.563,7.0
gujarat,porbandar,kutiyana,362650,21.719,36.392,80.0,7.0
gujarat,rajkot,dhoraji,360410,24.644,78.524,78.047,7.0405
gujarat,rajkot,gondal,360311,26.267,78.749,75.281,7.066
gujarat,rajkot,paddhari,360110,20.094,79.952,74.927,7.0297
gujarat,rajkot,jasdan,360050,20.525,79.715,73.118,7.0405
gujarat,rajkot,rajkot,"360001, 360002",20.501,79.919,74.18,7.0153
gujarat,rajkot,vinchhiya,360055,21.455,79.943,73.686,7.0075
gujarat,rajkot,jamkandorna,360405,35.205,76.133,73.562,6.6165
gujarat,rajkot,lodhika,360004,20.654,79.931,72.782,7.0114
gujarat,rajkot,jetpur,360370,20.981,79.97,71.683,7.0072
gujarat,rajkot,upleta,360490,35.351,78.005,71.912,6.6157
gujarat,rajkot,kotda sangani,360030,20.315,80.0,71.639,6.9954
gujarat,sabar kantha,idar,383430,20.0,76.811,58.926,7.0192
gujarat,sabar kantha,khedbrahma,383255,20.0,74.582,66.057,7.0
gujarat,sabar kantha,vijaynagar,383460,20.144,76.394,63.698,7.027
gujarat,sabar kantha,prantij,383205,20.234,77.382,65.0,7.1443
gujarat,sabar kantha,himatnagar,383001,20.03,76.628,63.389,7.0595
gujarat,sabar kantha,talod,383215,20.072,77.174,66.281,7.0243
gujarat,sabar kantha,poshina,383422,20.183,77.939,65.144,7.0333
gujarat,sabar kantha,vadali,383235,20.114,76.088,65.384,7.0405
gujarat,surat,palsana,394315,20.0,64.592,62.873,7.2232
gujarat,surat,mandvi,394160,22.247,75.644,62.645,7.0048
gujarat,surat,bardoli,394601,20.0,64.559,59.605,7.0303
gujarat,surat,mahuva,394250,25.7,76.781,72.374,7.0012
gujarat,surat,chorasi,395003,27.167,77.285,65.131,7.0
gujarat,surat,kamrej,394180,26.621,77.135,68.387,6.9958
gujarat,surat,umarpada,394445,20.648,76.418,60.017,7.0
gujarat,surat,olpad,394540,20.057,76.832,62.472,7.0
gujarat,surat,mangrol,394410,20.06,77.153,67.802,7.0
gujarat,surendranagar,sayla,363430,28.148,71.873,72.335,7.0201
gujarat,surendranagar,thangadh,363530,23.081,69.844,64.733,7.0
gujarat,surendranagar,chuda,363410,29.366,75.356,79.445,7.0
gujarat,surendranagar,lakhtar,382775,29.369,73.721,79.901,7.0198
gujarat,surendranagar,wadhwan,363030,37.442,73.064,70.061,7.0654
gujarat,surendranagar,muli,363310,48.227,67.406,59.762,7.0291
gujarat,surendranagar,limbdi,363421,22.43,72.332,63.625,7.0024
gujarat,surendranagar,chotila,363520,29.376,74.405,71.378,7.0018
gujarat,surendranagar,dhrangadhra,363310,31.1,75.713,79.913,7.0
gujarat,surendranagar,dasada,382750,29.405,73.067,67.592,7.0
gujarat,tapi,nizar,394370,27.404,73.961,72.105,7.0
gujarat,tapi,kukarmunda,394380,30.155,74.864,77.882,7.0231
gujarat,tapi,valod,394640,20.99,75.056,67.931,7.0069
gujarat,tapi,uchchhal,394670,23.807,75.911,71.294,7.0072
gujarat,tapi,songadh,394670,24.335,77.213,68.404,7.0009
gujarat,tapi,dolvan,394635,21.269,75.602,68.504,7.0024
gujarat,tapi,vyara,394650,27.707,76.016,70.961,7.0081
gujarat,vadodara,waghodia,391760,32.981,58.877,54.884,7.0033
gujarat,vadodara,shinor,391250,40.412,59.357,42.407,7.0201
gujarat,vadodara,padra,391440,27.404,67.422,78.848,7.0066
gujarat,vadodara,desar,391774,21.065,64.484,65.015,7.0
gujarat,vadodara,vadodara(city and rural),"390001, 390019",24.101,55.4,75.902,7.0027
gujarat,vadodara,dabhoi,391110,24.491,58.073,48.847,7.0159
gujarat,vadodara,karjan,391240,20.231,70.949,77.924,7.0495
gujarat,vadodara,savli,391770,20.018,73.235,22.91,7.0204
gujarat,valsad,vapi,396191,29.687,76.257,67.214,6.9999
gujarat,valsad,dharampur,396050,30.461,76.682,60.371,7.0093
gujarat,valsad,pardi,396125,30.497,75.668,64.568,6.9983
gujarat,valsad,kaprada,396191,33.398,76.016,64.082,6.999
gujarat,valsad,umbergaon,396171,31.832,75.605,61.157,6.9928
gujarat,valsad,valsad,396001,33.971,76.592,64.667,7.0004
karnataka,bagalakote,badami,"587201, 587203",28.55,58.511,46.25,7.0935
karnataka,bagalakote,bagalkot,"587101, 587102",31.475,63.545,59.555,7.2815
karnataka,bagalakote,jamkhandi,"587301, 587311",39.536,54.89,61.614,7.2384
karnataka,bagalakote,hungund,"587118, 587125",26.387,60.338,59.108,7.3231
karnataka,bagalakote,ilkal,587125,26.197,63.521,57.248,7.2364
karnataka,bagalakote,mudhol,587313,33.953,61.05,63.968,7.2338
karnataka,bagalakote,guledagudda,587203,25.175,63.292,41.432,7.0896
karnataka,bagalakote,rabakavi banahatti,587314,41.774,62.693,39.692,7.2399
karnataka,bagalakote,bilagi,587116,47.975,57.579,74.492,7.0179
karnataka,ballari,kampli,583132,51.213,45.932,49.871,7.9869
karnataka,ballari,ballari,"583101, 583102",46.565,54.555,46.571,7.7682
karnataka,ballari,siruguppa,583121,42.628,55.064,52.487,7.5289
karnataka,ballari,kurugodu,583116,47.471,57.458,59.288,7.146
karnataka,ballari,sandur,583119,35.228,57.143,35.789,6.8915
karnataka,bangalore rural,devanhalli,562110,21.249,66.443,49.775,6.6945
karnataka,bangalore rural,dodballapur,561203,22.478,62.903,53.417,6.8436
karnataka,bangalore rural,hoskote,562114,22.268,70.451,42.515,6.6952
karnataka,bangalore rural,nelamangala,562123,22.937,65.528,51.488,6.8565
karnataka,belagavi,gokak,"591307, 591308",20.105,40.103,70.766,7.6667
karnataka,belagavi,bylahongal,591102,23.912,46.55,60.128,7.5475
karnataka,belagavi,mudalagi,591312,20.0,47.534,61.424,8.0068
karnataka,belagavi,chikodi,591201,20.096,52.719,48.587,7.9807
karnataka,belagavi,hukeri,591309,20.0,46.631,42.599,7.1094
karnataka,belagavi,nippani,591237,20.186,58.194,45.062,7.1956
karnataka,belagavi,athni,591304,21.134,53.189,48.592,7.3489
karnataka,belagavi,kagawada,591223,20.0,52.941,42.165,7.5021
karnataka,belagavi,raybag,591317,20.168,46.456,40.565,8.4055
karnataka,belagavi,khanapur,591302,20.135,44.189,34.056,6.9768
karnataka,belagavi,belagavi,"590001, 590003",20.027,48.131,34.13,6.8916
karnataka,belagavi,kittur,591115,22.436,48.269,29.033,7.0297
karnataka,belagavi,savadathi,591126,27.71,57.59,63.595,8.1166
karnataka,belagavi,yaragatti,591129,20.099,57.28,30.459,7.9966
karnataka,belagavi,ramdurg,591123,31.702,59.27,72.347,8.258
karnataka,bengaluru urban,bengaluru south,"560030, 560034, 560007, 560074, 560083, 560076, 560100, 560108, 560062, 560095",21.437,61.703,50.182,6.9463
karnataka,bengaluru urban,yelahanka,"560063, 560064",24.599,70.853,53.657,6.9014
karnataka,bengaluru urban,bengaluru east,"560064, 560036, 560066, 560037",21.89,73.193,50.877,6.9496
karnataka,bengaluru urban,anekal,562106,20.267,47.679,41.267,6.8403
karnataka,bengaluru urban,bengaluru north,"560063, 560007",21.071,63.357,49.559,7.0063
karnataka,bidar,kamalanagara,585417,35.042,47.999,79.678,7.0007
karnataka,bidar,bidar,"585401, 585402",35.78,48.473,79.772,7.0001
